d,v
2001-08-09,18933
2001-08-10,19366
2001-08-13,19452
2001-08-14,19479
2001-08-15,18986
2001-08-16,19017
2001-08-17,18849
2001-08-21,18374
2001-08-22,18406
2001-08-23,18508
2001-08-24,18296
2001-08-27,18264
2001-08-28,18166
2001-08-29,17824
2001-08-30,17978
2001-08-31,17467
2001-09-03,17439
2001-09-04,17467
2001-09-05,17591
2001-09-06,17740
2001-09-07,17916
2001-09-10,23416
2001-09-11,23458
2001-09-12,23454
2001-09-13,24824
2001-09-14,24853
2001-09-17,24620
2001-09-18,24684
2001-09-19,24817
2001-09-20,25023
2001-09-21,25162
2001-09-24,25087
2001-09-25,25480
2001-09-26,25407
2001-09-27,25034
2001-09-28,24799
2001-10-01,24553
2001-10-02,24756
2001-10-03,24804
2001-10-04,24576
2001-10-05,24090
2001-10-09,23392
2001-10-10,24148
2001-10-11,23807
2001-10-12,23212
2001-10-15,22893
2001-10-16,22974
2001-10-17,23308
2001-10-18,23323
2001-10-19,23522
2001-10-22,23147
2001-10-23,23342
2001-10-24,23249
2001-10-25,23311
2001-10-26,23020
2001-10-29,22908
2001-10-30,22603
2001-10-31,21190
2001-11-01,20732
2001-11-02,20177
2001-11-05,19864
2001-11-07,20324
2001-11-08,20743
2001-11-09,20173
2001-11-12,20120
2001-11-13,20160
2001-11-14,20143
2001-11-15,19919
2001-11-16,19612
2001-11-19,19461
2001-11-20,19393
2001-11-21,18887
2001-11-22,18821
2001-11-23,18476
2001-11-26,18229
2001-11-27,17916
2001-11-28,17662
2001-11-29,17093
2001-11-30,15195
2001-12-03,15088
2001-12-04,15101
2001-12-05,15015
2001-12-06,15274
2001-12-07,15487
2001-12-10,15630
2001-12-11,15733
2001-12-12,15683
2001-12-13,15740
2001-12-14,15772
2001-12-17,15710
2001-12-18,15376
2001-12-19,14995
2001-12-20,14851
2001-12-21,14864
2001-12-24,15153
2001-12-26,15100
2001-12-27,15334
2001-12-28,15306
2001-12-31,15232
2002-01-02,15164
2002-01-03,15215
2002-01-04,15237
2002-01-07,15371
2002-01-08,15392
2002-01-09,15396
2002-01-10,15419
2002-01-11,15429
2002-01-14,15468
2002-01-15,15358
2002-01-16,15348
2002-01-17,15226
2002-01-18,15188
2002-01-21,15167
2002-01-22,15132
2002-01-23,15177
2002-01-24,15157
2002-01-25,14137
2002-01-28,14082
2002-01-29,14066
2002-01-30,14067
2002-01-31,14069
2002-02-01,14025
2002-02-04,13674
2002-02-05,13973
2002-02-06,13971
2002-02-07,13974
2002-02-08,13936
2002-02-11,13694
2002-02-12,13667
2002-02-13,13665
2002-02-14,13664
2002-02-15,13658
2002-02-18,13657
2002-02-19,13627
2002-02-20,13605
2002-02-21,13600
2002-02-22,14118
2002-02-25,14121
2002-02-26,14062
2002-02-27,13996
2002-02-28,13883
2002-03-01,13788
2002-03-04,13732
2002-03-05,13794
2002-03-06,13798
2002-03-07,13809
2002-03-08,13774
2002-03-11,13753
2002-03-12,13603
2002-03-13,13541
2002-03-14,13431
2002-03-15,13364
2002-03-18,13341
2002-03-19,13202
2002-03-20,13101
2002-03-21,12937
2002-03-22,12899
2002-03-25,12895
2002-03-26,12855
2002-03-27,12780
2002-04-02,12762
2002-04-03,12667
2002-04-04,12699
2002-04-05,12686
2002-04-08,12665
2002-04-09,12644
2002-04-10,12530
2002-04-11,12472
2002-04-12,12454
2002-04-15,12436
2002-04-16,12396
2002-04-17,12390
2002-04-18,12353
2002-04-19,12314
2002-04-22,12315
2002-04-23,12316
2002-04-24,12316
2002-04-25,12317
2002-04-26,12317
2002-04-29,12313
2002-04-30,12171
2002-05-02,12135
2002-05-03,12027
2002-05-06,12009
2002-05-07,11980
2002-05-08,11770
2002-05-09,11740
2002-05-10,11564
2002-05-13,11546
2002-05-14,10843
2002-05-15,10818
2002-05-16,10795
2002-05-17,10751
2002-05-20,10709
2002-05-21,10636
2002-05-22,10594
2002-05-23,10563
2002-05-24,10505
2002-05-27,10463
2002-05-28,10386
2002-05-29,10357
2002-05-30,10221
2002-05-31,10185
2002-06-03,10174
2002-06-04,10182
2002-06-05,10158
2002-06-06,10119
2002-06-07,10054
2002-06-10,10070
2002-06-11,10062
2002-06-12,9974
2002-06-13,9966
2002-06-14,9928
2002-06-18,9818
2002-06-19,9819
2002-06-20,9781
2002-06-21,9757
2002-06-24,9688
2002-06-25,9695
2002-06-26,9717
2002-06-27,9698
2002-06-28,9629
2002-07-01,9574
2002-07-02,9568
2002-07-03,9535
2002-07-04,9511
2002-07-05,9504
2002-07-08,9508
2002-07-10,9505
2002-07-11,9531
2002-07-12,9525
2002-07-15,8958
2002-07-16,9015
2002-07-17,9052
2002-07-18,9022
2002-07-19,8968
2002-07-22,8979
2002-07-23,8944
2002-07-24,8932
2002-07-25,8937
2002-07-26,8966
2002-07-29,8973
2002-07-30,9015
2002-07-31,8986
2002-08-01,8982
2002-08-02,8961
2002-08-05,8985
2002-08-06,8985
2002-08-07,8980
2002-08-08,8832
2002-08-09,8873
2002-08-12,8894
2002-08-13,8936
2002-08-14,8962
2002-08-15,9034
2002-08-16,9030
2002-08-20,9070
2002-08-21,9094
2002-08-22,9133
2002-08-23,9098
2002-08-26,9098
2002-08-27,9070
2002-08-28,9086
2002-08-29,9109
2002-08-30,9102
2002-09-02,9109
2002-09-03,9144
2002-09-04,9163
2002-09-05,9158
2002-09-06,9338
2002-09-09,9316
2002-09-10,9369
2002-09-11,9374
2002-09-12,9404
2002-09-13,9411
2002-09-16,9450
2002-09-17,9449
2002-09-18,9472
2002-09-19,9481
2002-09-20,9453
2002-09-23,9477
2002-09-24,9476
2002-09-25,9472
2002-09-26,9465
2002-09-27,9431
2002-09-30,9404
2002-10-01,9426
2002-10-02,9414
2002-10-03,9426
2002-10-04,9377
2002-10-07,9399
2002-10-08,9401
2002-10-09,9435
2002-10-10,9380
2002-10-11,9383
2002-10-15,9458
2002-10-16,9523
2002-10-17,9634
2002-10-18,9630
2002-10-21,9629
2002-10-22,9641
2002-10-23,9712
2002-10-24,9732
2002-10-25,9749
2002-10-28,9772
2002-10-29,9789
2002-10-30,9835
2002-10-31,9883
2002-11-01,9918
2002-11-04,9916
2002-11-05,9922
2002-11-07,9805
2002-11-08,9897
2002-11-11,9711
2002-11-12,9810
2002-11-13,9854
2002-11-14,9787
2002-11-15,9777
2002-11-18,9821
2002-11-19,9864
2002-11-20,9823
2002-11-21,9861
2002-11-22,9883
2002-11-25,9906
2002-11-26,9993
2002-11-27,10030
2002-11-28,10019
2002-11-29,10022
2002-12-02,10071
2002-12-03,10111
2002-12-04,10128
2002-12-05,10140
2002-12-06,10139
2002-12-09,10152
2002-12-10,10186
2002-12-11,10221
2002-12-12,10234
2002-12-13,10259
2002-12-16,10203
2002-12-17,10206
2002-12-18,10247
2002-12-19,10274
2002-12-20,10295
2002-12-23,10368
2002-12-24,10378
2002-12-26,10415
2002-12-27,10469
2002-12-30,10516
2002-12-31,10476
2003-01-02,10501
2003-01-03,10505
2003-01-06,10564
2003-01-07,10605
2003-01-08,10652
2003-01-09,10663
2003-01-10,10645
2003-01-13,10664
2003-01-14,10693
2003-01-15,10730
2003-01-16,10746
2003-01-17,9751
2003-01-20,9752
2003-01-21,9815
2003-01-22,9831
2003-01-23,8267
2003-01-24,8245
2003-01-27,9262
2003-01-28,9264
2003-01-29,9330
2003-01-30,9334
2003-01-31,9326
2003-02-03,9308
2003-02-04,9290
2003-02-05,9306
2003-02-06,9320
2003-02-07,9210
2003-02-10,9232
2003-02-11,9256
2003-02-12,9236
2003-02-13,9291
2003-02-14,9440
2003-02-17,9439
2003-02-18,9434
2003-02-19,10194
2003-02-20,10209
2003-02-21,10247
2003-02-24,10251
2003-02-25,10274
2003-02-26,10300
2003-02-27,10295
2003-02-28,10289
2003-03-03,10256
2003-03-04,10263
2003-03-05,10266
2003-03-06,10276
2003-03-07,10279
2003-03-10,10304
2003-03-11,10310
2003-03-12,10312
2003-03-13,10312
2003-03-14,10326
2003-03-17,10209
2003-03-18,10224
2003-03-19,10176
2003-03-20,10513
2003-03-21,10507
2003-03-24,10496
2003-03-25,10533
2003-03-26,10555
2003-03-27,10576
2003-03-28,10517
2003-04-01,10513
2003-04-02,10515
2003-04-03,10540
2003-04-04,10547
2003-04-07,10519
2003-04-08,10506
2003-04-09,10514
2003-04-10,10448
2003-04-11,10472
2003-04-14,10472
2003-04-15,10477
2003-04-16,10484
2003-04-21,10502
2003-04-22,10541
2003-04-23,10595
2003-04-24,10609
2003-04-25,10867
2003-04-28,10891
2003-04-29,10948
2003-04-30,10971
2003-05-02,11102
2003-05-05,11182
2003-05-06,11260
2003-05-07,10996
2003-05-08,11135
2003-05-09,11292
2003-05-12,11354
2003-05-13,11465
2003-05-14,10735
2003-05-15,10755
2003-05-16,10898
2003-05-19,10881
2003-05-20,10971
2003-05-21,10988
2003-05-22,11008
2003-05-23,11045
2003-05-26,11048
2003-05-27,11052
2003-05-28,11048
2003-05-29,11087
2003-05-30,11374
2003-06-02,11547
2003-06-03,11601
2003-06-04,11638
2003-06-05,11614
2003-06-06,11656
2003-06-09,11734
2003-06-10,11823
2003-06-11,11853
2003-06-12,12021
2003-06-13,11452
2003-06-17,11552
2003-06-18,11628
2003-06-19,11637
2003-06-20,11650
2003-06-23,11735
2003-06-24,12136
2003-06-25,12173
2003-06-26,12237
2003-06-27,12229
2003-06-30,12183
2003-07-01,12201
2003-07-02,12239
2003-07-03,12244
2003-07-04,12973
2003-07-07,13036
2003-07-08,13071
2003-07-10,13101
2003-07-11,13137
2003-07-14,13167
2003-07-15,13197
2003-07-16,13251
2003-07-17,12267
2003-07-18,12300
2003-07-21,12321
2003-07-22,12357
2003-07-23,12376
2003-07-24,12424
2003-07-25,12467
2003-07-28,12490
2003-07-29,13552
2003-07-30,13518
2003-07-31,13484
2003-08-01,13496
2003-08-04,13521
2003-08-05,13504
2003-08-06,13533
2003-08-07,13396
2003-08-08,13390
2003-08-11,13398
2003-08-12,13365
2003-08-13,13395
2003-08-14,13357
2003-08-15,13325
2003-08-19,13319
2003-08-20,13340
2003-08-21,13334
2003-08-22,13332
2003-08-25,13334
2003-08-26,13330
2003-08-27,13317
2003-08-28,13300
2003-08-29,13584
2003-09-01,13592
2003-09-02,13618
2003-09-03,13622
2003-09-04,13625
2003-09-05,13643
2003-09-08,13707
2003-09-09,13714
2003-09-10,13763
2003-09-11,10870
2003-09-12,10757
2003-09-15,10804
2003-09-16,10802
2003-09-17,10815
2003-09-18,10825
2003-09-19,10845
2003-09-22,10841
2003-09-23,13428
2003-09-24,13449
2003-09-25,13467
2003-09-26,13383
2003-09-29,13378
2003-09-30,13406
2003-10-01,13423
2003-10-02,13434
2003-10-03,13436
2003-10-06,13446
2003-10-07,13457
2003-10-08,13477
2003-10-09,13508
2003-10-10,13427
2003-10-14,13449
2003-10-15,13333
2003-10-16,13360
2003-10-17,13331
2003-10-20,13242
2003-10-21,13310
2003-10-22,13337
2003-10-23,13357
2003-10-24,12754
2003-10-27,12792
2003-10-28,12821
2003-10-29,12848
2003-10-30,12882
2003-10-31,12902
2003-11-03,12892
2003-11-04,12924
2003-11-05,12953
2003-11-07,12841
2003-11-10,13329
2003-11-11,13334
2003-11-12,13387
2003-11-13,13435
2003-11-14,13506
2003-11-17,13435
2003-11-18,13499
2003-11-19,13503
2003-11-20,13535
2003-11-21,13394
2003-11-24,13448
2003-11-25,13466
2003-11-26,13487
2003-11-27,13487
2003-11-28,13483
2003-12-01,13520
2003-12-02,13538
2003-12-03,13583
2003-12-04,13721
2003-12-05,13754
2003-12-09,13890
2003-12-10,13917
2003-12-11,13938
2003-12-12,13976
2003-12-15,13402
2003-12-16,13437
2003-12-17,13497
2003-12-18,13551
2003-12-19,13577
2003-12-22,14048
2003-12-23,14072
2003-12-24,14061
2003-12-26,14073
2003-12-29,14052
2003-12-30,14117
2003-12-31,14119
2004-01-02,14209
2004-01-05,14257
2004-01-06,14303
2004-01-07,14326
2004-01-08,14364
2004-01-09,14398
2004-01-12,14440
2004-01-13,14467
2004-01-14,14500
2004-01-15,14480
2004-01-16,14502
2004-01-19,14502
2004-01-20,14476
2004-01-21,14554
2004-01-22,14584
2004-01-23,14619
2004-01-26,14632
2004-01-27,14653
2004-01-28,14661
2004-01-29,14669
2004-01-30,14920
2004-02-02,14957
2004-02-03,14991
2004-02-04,14997
2004-02-05,15001
2004-02-06,15022
2004-02-09,14971
2004-02-10,15037
2004-02-11,15047
2004-02-12,15089
2004-02-13,15105
2004-02-16,15104
2004-02-17,14963
2004-02-18,14984
2004-02-19,14971
2004-02-20,14976
2004-02-23,14947
2004-02-24,14967
2004-02-25,14998
2004-02-26,15000
2004-02-27,15003
2004-03-01,15046
2004-03-02,15049
2004-03-03,15026
2004-03-04,15011
2004-03-05,15031
2004-03-08,15062
2004-03-09,12017
2004-03-10,12042
2004-03-11,12055
2004-03-12,12107
2004-03-15,11997
2004-03-16,12027
2004-03-17,12047
2004-03-18,12004
2004-03-19,11748
2004-03-22,11756
2004-03-23,11779
2004-03-24,14878
2004-03-25,14866
2004-03-26,14861
2004-03-29,14882
2004-03-30,14921
2004-03-31,15003
2004-04-01,15104
2004-04-02,15113
2004-04-06,15142
2004-04-07,15100
2004-04-12,15123
2004-04-13,15144
2004-04-14,15202
2004-04-15,15206
2004-04-16,15155
2004-04-19,15200
2004-04-20,15250
2004-04-21,15280
2004-04-22,15339
2004-04-23,15407
2004-04-26,15472
2004-04-27,15537
2004-04-28,15588
2004-04-29,15656
2004-04-30,15763
2004-05-03,15853
2004-05-04,15965
2004-05-05,16021
2004-05-06,16054
2004-05-07,16008
2004-05-10,15966
2004-05-11,16021
2004-05-12,16126
2004-05-13,16161
2004-05-14,16216
2004-05-17,16154
2004-05-18,16228
2004-05-19,16310
2004-05-20,16359
2004-05-21,16446
2004-05-24,16511
2004-05-26,16576
2004-05-27,16645
2004-05-28,16703
2004-05-31,16705
2004-06-01,16811
2004-06-02,16883
2004-06-03,16916
2004-06-04,17019
2004-06-07,17065
2004-06-08,17079
2004-06-09,17117
2004-06-10,17190
2004-06-11,17212
2004-06-14,17263
2004-06-15,17314
2004-06-16,17366
2004-06-17,17459
2004-06-18,17155
2004-06-22,17368
2004-06-23,17428
2004-06-24,17501
2004-06-25,17530
2004-06-28,17550
2004-06-29,17556
2004-06-30,17443
2004-07-01,17478
2004-07-02,17513
2004-07-05,17513
2004-07-06,17732
2004-07-07,17879
2004-07-08,17913
2004-07-12,17995
2004-07-13,18007
2004-07-14,18079
2004-07-15,18089
2004-07-16,18009
2004-07-19,18017
2004-07-20,18023
2004-07-21,18013
2004-07-22,18040
2004-07-23,18038
2004-07-26,18081
2004-07-27,18049
2004-07-28,18064
2004-07-29,18048
2004-07-30,18068
2004-08-02,18124
2004-08-03,18182
2004-08-04,18157
2004-08-05,18050
2004-08-06,18101
2004-08-09,18110
2004-08-10,18144
2004-08-11,18140
2004-08-12,18156
2004-08-13,18064
2004-08-17,18083
2004-08-18,18121
2004-08-19,18142
2004-08-20,17999
2004-08-23,17983
2004-08-24,17958
2004-08-25,17979
2004-08-26,17992
2004-08-27,17965
2004-08-30,18007
2004-08-31,18076
2004-09-01,18084
2004-09-02,18096
2004-09-03,18104
2004-09-06,18102
2004-09-07,18149
2004-09-08,18209
2004-09-09,18248
2004-09-10,18291
2004-09-13,18364
2004-09-14,18394
2004-09-15,18285
2004-09-16,18329
2004-09-17,18354
2004-09-20,18070
2004-09-21,18094
2004-09-22,18071
2004-09-23,18139
2004-09-24,18147
2004-09-27,18178
2004-09-28,18121
2004-09-29,18150
2004-09-30,18224
2004-10-01,18277
2004-10-04,18287
2004-10-05,18325
2004-10-06,18303
2004-10-07,18370
2004-10-08,18344
2004-10-12,18395
2004-10-13,18347
2004-10-14,18399
2004-10-15,18255
2004-10-18,18250
2004-10-19,18298
2004-10-20,18368
2004-10-21,18419
2004-10-22,18463
2004-10-25,18503
2004-10-26,18536
2004-10-27,18541
2004-10-28,18576
2004-10-29,18587
2004-11-01,18575
2004-11-02,18591
2004-11-03,18640
2004-11-04,18551
2004-11-05,18615
2004-11-08,18629
2004-11-09,18654
2004-11-10,18649
2004-11-11,18633
2004-11-12,18716
2004-11-15,18666
2004-11-16,18691
2004-11-17,18744
2004-11-18,18748
2004-11-19,18786
2004-11-22,18701
2004-11-23,18757
2004-11-24,18807
2004-11-25,18821
2004-11-26,18850
2004-11-29,18890
2004-11-30,18944
2004-12-01,19041
2004-12-02,19091
2004-12-03,19190
2004-12-06,19257
2004-12-07,19245
2004-12-09,19088
2004-12-10,19126
2004-12-13,19208
2004-12-14,19261
2004-12-15,19326
2004-12-16,19404
2004-12-17,19445
2004-12-20,19194
2004-12-21,19262
2004-12-22,19290
2004-12-23,19383
2004-12-24,19417
2004-12-27,19522
2004-12-28,19517
2004-12-29,19498
2004-12-30,19595
2004-12-31,19646
2005-01-03,19648
2005-01-04,19641
2005-01-05,19686
2005-01-06,19643
2005-01-07,19688
2005-01-10,19733
2005-01-11,19796
2005-01-12,19847
2005-01-13,19918
2005-01-14,19795
2005-01-17,19819
2005-01-18,19814
2005-01-19,19812
2005-01-20,19813
2005-01-21,19889
2005-01-24,19940
2005-01-25,19986
2005-01-26,20067
2005-01-27,20088
2005-01-28,20090
2005-01-31,20137
2005-02-01,20221
2005-02-02,20330
2005-02-03,20322
2005-02-04,20182
2005-02-07,20202
2005-02-08,20394
2005-02-09,20409
2005-02-10,20475
2005-02-11,20514
2005-02-14,20589
2005-02-15,20499
2005-02-16,20545
2005-02-17,20662
2005-02-18,20776
2005-02-21,20776
2005-02-22,20601
2005-02-23,20651
2005-02-24,20693
2005-02-25,20720
2005-02-28,20792
2005-03-01,20795
2005-03-02,20803
2005-03-03,20901
2005-03-04,20996
2005-03-07,21035
2005-03-08,21106
2005-03-09,20879
2005-03-10,20911
2005-03-11,21044
2005-03-14,21097
2005-03-15,21075
2005-03-16,21035
2005-03-17,21030
2005-03-18,20788
2005-03-21,20729
2005-03-22,20384
2005-03-23,20350
2005-03-28,20236
2005-03-29,20173
2005-03-30,20223
2005-03-31,20339
2005-04-01,20388
2005-04-04,20407
2005-04-05,20385
2005-04-06,20453
2005-04-07,20469
2005-04-08,20457
2005-04-11,20530
2005-04-12,20558
2005-04-13,20594
2005-04-14,20602
2005-04-15,20550
2005-04-18,20639
2005-04-19,20710
2005-04-20,20804
2005-04-21,20823
2005-04-22,20785
2005-04-25,20788
2005-04-26,20789
2005-04-27,20793
2005-04-28,20855
2005-04-29,20904
2005-05-02,20971
2005-05-03,21034
2005-05-04,21109
2005-05-05,21051
2005-05-06,21145
2005-05-09,21243
2005-05-10,21331
2005-05-11,21508
2005-05-12,21580
2005-05-13,21657
2005-05-16,21660
2005-05-17,21715
2005-05-18,21826
2005-05-19,21889
2005-05-20,21760
2005-05-23,21865
2005-05-24,21988
2005-05-26,21971
2005-05-27,22058
2005-05-30,22058
2005-05-31,22103
2005-06-01,22257
2005-06-02,21986
2005-06-03,22172
2005-06-06,22192
2005-06-07,22299
2005-06-08,22444
2005-06-09,22300
2005-06-10,22346
2005-06-13,22415
2005-06-14,22475
2005-06-15,22593
2005-06-16,22701
2005-06-17,22508
2005-06-21,22580
2005-06-22,22718
2005-06-23,22900
2005-06-24,22998
2005-06-27,23133
2005-06-28,23155
2005-06-29,23003
2005-06-30,23052
2005-07-01,23127
2005-07-04,23128
2005-07-05,23130
2005-07-06,23206
2005-07-07,23300
2005-07-08,23466
2005-07-11,23485
2005-07-12,23776
2005-07-13,23743
2005-07-14,23974
2005-07-15,23943
2005-07-18,23958
2005-07-19,24017
2005-07-20,24136
2005-07-21,24614
2005-07-22,24668
2005-07-25,24685
2005-07-26,24757
2005-07-27,24785
2005-07-28,24841
2005-07-29,25105
2005-08-01,25151
2005-08-02,25238
2005-08-03,25450
2005-08-04,24820
2005-08-05,24624
2005-08-08,24837
2005-08-09,24947
2005-08-10,25100
2005-08-11,25219
2005-08-12,25086
2005-08-16,25130
2005-08-17,25151
2005-08-18,25191
2005-08-19,25171
2005-08-22,25090
2005-08-23,25104
2005-08-24,25086
2005-08-25,25150
2005-08-26,25161
2005-08-29,25173
2005-08-30,25174
2005-08-31,25252
2005-09-01,25370
2005-09-02,25509
2005-09-05,25515
2005-09-06,25554
2005-09-07,25715
2005-09-08,25765
2005-09-09,25643
2005-09-12,25634
2005-09-13,25664
2005-09-14,25707
2005-09-15,25623
2005-09-16,25690
2005-09-19,25694
2005-09-20,25434
2005-09-21,25456
2005-09-22,25491
2005-09-23,25507
2005-09-26,25514
2005-09-27,25558
2005-09-28,25563
2005-09-29,25506
2005-09-30,25614
2005-10-03,25821
2005-10-04,25878
2005-10-05,25927
2005-10-06,26043
2005-10-07,26105
2005-10-11,26088
2005-10-12,26094
2005-10-13,26106
2005-10-14,26168
2005-10-17,25924
2005-10-18,26002
2005-10-19,25979
2005-10-20,26003
2005-10-21,26041
2005-10-24,26003
2005-10-25,26077
2005-10-26,26119
2005-10-27,26133
2005-10-28,26143
2005-10-31,26548
2005-11-01,26511
2005-11-02,26536
2005-11-03,26525
2005-11-04,26322
2005-11-07,26320
2005-11-08,26429
2005-11-09,26472
2005-11-10,26508
2005-11-11,26491
2005-11-14,26493
2005-11-15,26473
2005-11-16,26579
2005-11-17,26570
2005-11-18,26566
2005-11-21,26638
2005-11-22,26543
2005-11-23,26546
2005-11-24,26549
2005-11-25,26549
2005-11-28,26494
2005-11-29,26531
2005-11-30,26525
2005-12-01,26584
2005-12-02,26577
2005-12-05,26652
2005-12-06,26673
2005-12-07,26705
2005-12-09,26700
2005-12-12,26709
2005-12-13,26704
2005-12-14,26830
2005-12-15,26896
2005-12-16,27438
2005-12-19,27523
2005-12-20,27352
2005-12-21,27640
2005-12-22,27759
2005-12-23,27947
2005-12-26,27952
2005-12-27,28089
2005-12-28,28104
2005-12-29,28120
2005-12-30,28077
2005-12-31,28077
2006-01-02,28078
2006-01-03,18580
2006-01-04,18578
2006-01-05,18625
2006-01-06,18735
2006-01-09,18753
2006-01-10,18788
2006-01-11,18812
2006-01-12,18824
2006-01-13,18860
2006-01-16,18876
2006-01-17,18847
2006-01-18,18893
2006-01-19,18977
2006-01-20,18992
2006-01-23,19085
2006-01-24,19418
2006-01-25,19428
2006-01-26,19494
2006-01-27,19548
2006-01-30,19610
2006-01-31,19689
2006-02-01,19968
2006-02-02,19994
2006-02-03,19886
2006-02-06,19838
2006-02-07,19879
2006-02-08,19884
2006-02-09,19910
2006-02-10,19917
2006-02-13,19959
2006-02-14,20049
2006-02-15,19608
2006-02-16,19706
2006-02-17,20059
2006-02-20,20068
2006-02-21,20134
2006-02-22,20238
2006-02-23,20283
2006-02-24,20505
2006-02-27,20495
2006-02-28,20532
2006-03-01,20570
2006-03-02,20643
2006-03-03,20586
2006-03-06,20627
2006-03-07,20709
2006-03-08,20701
2006-03-09,20756
2006-03-10,20711
2006-03-13,20717
2006-03-14,20712
2006-03-15,20730
2006-03-16,20715
2006-03-17,20817
2006-03-20,20882
2006-03-21,20917
2006-03-22,20947
2006-03-23,20956
2006-03-27,21233
2006-03-28,21423
2006-03-29,21523
2006-03-30,21533
2006-03-31,21549
2006-04-03,21562
2006-04-04,21602
2006-04-05,21665
2006-04-06,21728
2006-04-07,21708
2006-04-10,21769
2006-04-11,21835
2006-04-12,21651
2006-04-17,21622
2006-04-18,21792
2006-04-19,21889
2006-04-20,21894
2006-04-21,22007
2006-04-24,22074
2006-04-25,22200
2006-04-26,22307
2006-04-27,22333
2006-04-28,22400
2006-05-02,22515
2006-05-03,22565
2006-05-04,22667
2006-05-05,23159
2006-05-08,23328
2006-05-09,23472
2006-05-10,23553
2006-05-11,23677
2006-05-12,23904
2006-05-15,23854
2006-05-16,23937
2006-05-17,23937
2006-05-18,23994
2006-05-19,23987
2006-05-22,24015
2006-05-23,24183
2006-05-24,24089
2006-05-26,24163
2006-05-29,24165
2006-05-30,24194
2006-05-31,24162
2006-06-01,24110
2006-06-02,24258
2006-06-05,24320
2006-06-06,24277
2006-06-07,24552
2006-06-08,24508
2006-06-09,24574
2006-06-12,24803
2006-06-13,24763
2006-06-14,24772
2006-06-15,24898
2006-06-16,24988
2006-06-20,25044
2006-06-21,25144
2006-06-22,25174
2006-06-23,25238
2006-06-26,25309
2006-06-27,25326
2006-06-28,25281
2006-06-29,25184
2006-06-30,25490
2006-07-03,25681
2006-07-04,25687
2006-07-05,25799
2006-07-06,25894
2006-07-07,25999
2006-07-10,26003
2006-07-11,26112
2006-07-12,26075
2006-07-13,26076
2006-07-14,26077
2006-07-17,26056
2006-07-18,26088
2006-07-19,26124
2006-07-20,26179
2006-07-21,26203
2006-07-24,26160
2006-07-25,26203
2006-07-26,26238
2006-07-27,26233
2006-07-28,26214
2006-07-31,26223
2006-08-01,26248
2006-08-02,26129
2006-08-03,27020
2006-08-04,26861
2006-08-07,26943
2006-08-08,26970
2006-08-09,27075
2006-08-10,26910
2006-08-11,27010
2006-08-14,26983
2006-08-15,26838
2006-08-16,27028
2006-08-17,27052
2006-08-18,26976
2006-08-22,27188
2006-08-23,27259
2006-08-24,27300
2006-08-25,27347
2006-08-28,27222
2006-08-29,27245
2006-08-30,27367
2006-08-31,27397
2006-09-01,27410
2006-09-04,27414
2006-09-05,27459
2006-09-06,27493
2006-09-07,27472
2006-09-08,27539
2006-09-11,27553
2006-09-12,27593
2006-09-13,27607
2006-09-14,27723
2006-09-15,27774
2006-09-18,27835
2006-09-19,27860
2006-09-20,27922
2006-09-21,27905
2006-09-22,27933
2006-09-25,27984
2006-09-26,28026
2006-09-27,28132
2006-09-28,28146
2006-09-29,28048
2006-10-02,28084
2006-10-03,28099
2006-10-04,28136
2006-10-05,28169
2006-10-06,28204
2006-10-09,28191
2006-10-10,28231
2006-10-11,28233
2006-10-12,28323
2006-10-13,28226
2006-10-17,28241
2006-10-18,28213
2006-10-19,28409
2006-10-20,28434
2006-10-23,28503
2006-10-24,28665
2006-10-25,28636
2006-10-26,28720
2006-10-27,28761
2006-10-30,28994
2006-10-31,29082
2006-11-01,29097
2006-11-02,29226
2006-11-03,29237
2006-11-07,29396
2006-11-08,29505
2006-11-09,29594
2006-11-10,29626
2006-11-13,29685
2006-11-14,29748
2006-11-15,29806
2006-11-16,29813
2006-11-17,29852
2006-11-20,29946
2006-11-21,30004
2006-11-22,30083
2006-11-23,30079
2006-11-24,30141
2006-11-27,30185
2006-11-28,30252
2006-11-29,30247
2006-11-30,30328
2006-12-01,30391
2006-12-04,30421
2006-12-05,30555
2006-12-06,30624
2006-12-07,30918
2006-12-11,30959
2006-12-12,31031
2006-12-13,31039
2006-12-14,31094
2006-12-15,31065
2006-12-18,31156
2006-12-19,31196
2006-12-20,31331
2006-12-21,31424
2006-12-22,31511
2006-12-26,31580
2006-12-27,31714
2006-12-28,31863
2006-12-29,32037
2007-01-02,32124
2007-01-03,32208
2007-01-04,32256
2007-01-05,32299
2007-01-08,32350
2007-01-09,32408
2007-01-10,32478
2007-01-11,32565
2007-01-12,32697
2007-01-15,32720
2007-01-16,32790
2007-01-17,32867
2007-01-18,32901
2007-01-19,33007
2007-01-22,33064
2007-01-23,33169
2007-01-24,33253
2007-01-25,33375
2007-01-26,33414
2007-01-29,33502
2007-01-30,33592
2007-01-31,33739
2007-02-01,33781
2007-02-02,33848
2007-02-05,34100
2007-02-06,33910
2007-02-07,33958
2007-02-08,34041
2007-02-09,34035
2007-02-12,34045
2007-02-13,34043
2007-02-14,34107
2007-02-15,34129
2007-02-16,34232
2007-02-19,34239
2007-02-20,34303
2007-02-21,34401
2007-02-22,34519
2007-02-23,34637
2007-02-26,34734
2007-02-27,34813
2007-02-28,34936
2007-03-01,34998
2007-03-02,35070
2007-03-05,35107
2007-03-06,35201
